,campus,curso,anoingresso,periodoingresso,rendabruta,ira,modalidade,genero,raca,idade,idioma,ficou_tempo_sem_estudar,quantidade_computadores,companhia_domiciliar,mae_nivel_escolaridade,pai_nivel_escolaridade,quantidade_notebooks,estado_civil,qtd_filhos,tipo_area_residencial,trabalha,reprovacoes,reprovacoes_por_falta,percentual_carga_horaria_frequentada_mean,carga_horaria_total
26968,bac,licenciatura plena em química (sisu),2019,1,1908.0,6.51,licenciatura,f,parda,22,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,rural,não está trabalhando,0.0,0.0,0.0,0.0
9533,zdc,técnico em informática,2018,1,220.0,8.24,subsequente,m,branca,21,false,false,0.0,parentes,ensino fundamental incompleto,ensino médio incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
34401,cch,curso técnico em meio ambiente integrado,2017,1,400.0,8.17,integrado,f,parda,19,false,false,0.0,mãe,ensino médio completo,ensino superior completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
24048,mar,hospedagem ead,2018,2,800.0,7.88,concomitante,f,parda,20,false,false,0.0,mãe,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
4176,cod,licenciatura em matemática,2016,1,937.0,7.04,licenciatura,m,parda,43,false,false,0.0,cônjuge,alfabetizado,não sei informar,1.0,casado(a),1,urbano,beneficiário ou pensionista do inss,0.0,0.0,0.0,0.0
29044,mtc,técnico em eletrônica tc: t nárea: controle e processos industriais,2018,1,2306.2,0.0,concomitante,m,parda,17,false,false,0.0,pai,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,trabalha com vínculo empregatício,0.0,0.0,0.0,0.0
4169,btc,buriticupu - administração - subsequente,2018,1,0.0,3.15,subsequente,m,branca,32,false,false,0.0,cônjuge,alfabetizado,alfabetizado,0.0,casado(a),2,urbano,serviço público,0.0,0.0,0.0,0.0
27907,bar,barreirinhas - técnico em restaurante e bar subsequente,2017,1,2000.0,8.5,subsequente,m,preta,31,false,false,0.0,mãe,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
32598,cod,licenciatura em ciências biológicas,2018,1,0.0,0.0,licenciatura,f,parda,21,false,false,0.0,mãe,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
1790,gra,técnico em nível médio subsequente em administração,2019,1,1140.0,8.39,subsequente,f,preta,25,false,false,0.0,cônjuge,ensino fundamental incompleto,não sei informar,0.0,casado(a),1,urbano,empresa privada,0.0,0.0,0.0,0.0
6888,pdu,técnico em administração,2020,1,1094.0,0.0,subsequente,m,preta,24,false,false,0.0,cônjuge,alfabetizado,alfabetizado,1.0,casado(a),0,urbano,trabalha com vínculo empregatício,0.0,0.0,0.0,0.0
29477,sjp,sjp - curso técnico em alimentos,2017,1,300.0,8.45,integrado,m,branca,19,false,false,0.0,parentes,ensino médio completo,alfabetizado,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
32577,mtc,técnico em comunicação visual integrado tc: nárea: produção cultural e design,2016,1,4952.0,9.04,integrado,f,parda,20,false,false,0.0,mãe,ensino médio completo,ensino superior completo,1.0,solteiro(a),0,urbano,serviço público,0.0,0.0,0.0,0.0
1759,sin,santa inês - técnico em logística integrado ao ensino médio,2017,1,1964.0,8.17,integrado,f,parda,20,false,false,0.0,pais,ensino médio completo,ensino médio incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
27796,cax,caxias - técnico em informática,2017,1,998.0,9.4,integrado,m,preta,18,true,false,0.0,pais,ensino fundamental completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
29538,sjr,técnico em redes de computadores concomitante,2017,2,1895.0,7.72,concomitante,m,amarela,20,false,false,0.0,mãe,alfabetizado,alfabetizado,1.0,solteiro(a),0,rural,não está trabalhando,0.0,0.0,0.0,0.0
14233,mtc,engenharia mecânica industrial,2011,1,0.0,4.62,bacharelado,m,amarela,27,true,false,0.0,parentes,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
12912,mtc,licenciatura em química,2007,1,1540.0,7.17,licenciatura,m,preta,35,false,false,0.0,mãe,ensino fundamental incompleto,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,trabalha com vínculo empregatício,0.0,0.0,0.0,0.0
10810,cnt,técnico em informática integrado ao ensino médio,2016,1,700.0,8.29,integrado,m,branca,19,false,false,0.0,pais,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
13280,ped,técnico em petróleo e gás,2016,2,0.0,8.6,subsequente,m,parda,23,false,false,1.0,mãe,pós-graduação incompleta,ensino médio completo,0.0,solteiro(a),0,urbano,trabalho informal/bico,0.0,0.0,0.0,0.0
26970,mtc,técnico em comunicação visual integrado tc: nárea: produção cultural e design,2014,1,2000.0,8.96,integrado,f,parda,21,true,false,0.0,pais,ensino superior completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
13165,aca,metalurgia integrado,2016,1,3000.0,7.4,integrado,m,preta,20,false,false,0.0,pais,ensino superior completo,ensino superior incompleto,1.0,solteiro(a),0,urbano,empresa privada,0.0,0.0,0.0,0.0
4789,mtc,técnico em eletrônica tc: t nárea: controle e processos industriais,2018,1,4200.0,0.0,concomitante,m,parda,19,true,false,2.0,mãe,ensino superior completo,ensino superior incompleto,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
18873,sjr,técnico em redes de computadores concomitante,2016,2,800.0,7.8,concomitante,f,preta,20,false,false,0.0,parentes,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
19323,mtc,técnico em eletrotécnica integrado tc: área: controle e processos industriais (campus são luís monte castelo),2015,1,0.0,7.88,integrado,f,parda,20,false,false,0.0,mãe,ensino médio completo,não sei informar,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
15808,cax,caxias - técnico em informática,2016,1,0.0,7.43,integrado,m,parda,19,false,false,0.0,parentes,ensino médio completo,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
24314,mar,técnico em agropecuária - ead,2018,1,0.0,0.0,subsequente,f,parda,20,false,false,0.0,pais,alfabetizado,alfabetizado,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
27770,aca,automação anual,2017,1,0.0,7.86,integrado,m,parda,19,false,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
23565,bar,barreirinhas - técnico em agroindustria integrado,2016,1,954.0,8.52,integrado,f,parda,20,false,false,0.0,mãe,ensino médio completo,ensino fundamental completo,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
13435,sin,santa inês - técnico em eletromecânica integrado ao ensino médio,2015,1,0.0,7.12,integrado,m,amarela,20,false,false,0.0,pais,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
26392,itz,técnico em química - subsequente,2018,1,0.0,8.87,subsequente,m,parda,20,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
16976,srm,técnico em informática integrado srm,2016,1,1400.0,8.09,integrado,m,branca,18,false,false,1.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
32035,ros,técnico em informática integrado,2017,1,400.0,8.16,integrado,m,branca,19,false,false,0.0,pais,ensino médio incompleto,ensino médio incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
29360,gra,técnico em edificações subsequente,2018,1,2008.0,3.58,subsequente,m,parda,22,false,false,0.0,pai,não sei informar,ensino fundamental incompleto,0.0,solteiro(a),0,rural,não está trabalhando,0.0,0.0,0.0,0.0
29587,cch,curso técnico em meio ambiente integrado,2014,1,500.0,7.9,integrado,f,parda,23,false,false,0.0,pais,alfabetizado,alfabetizado,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
26708,cch,curso técnico em meio ambiente integrado,2017,1,0.0,7.29,integrado,m,parda,18,false,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
21011,mtc,engenharia civil,2015,2,2651.0,5.19,bacharelado,m,parda,23,false,false,0.0,mãe,ensino superior completo,ensino superior completo,1.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
832,mar,maracanã - técnico em cozinha subsequente,2018,1,14.0,8.32,subsequente,m,parda,25,false,false,0.0,pais,ensino médio incompleto,ensino fundamental completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
869,tmn,timon - técnico em administração - integrada,2015,1,0.0,6.56,integrado,m,branca,21,false,false,0.0,pais,ensino médio incompleto,ensino médio incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
15903,mtc,técnico em edificações integrado tc: n área: infraestrutura,2016,1,1340.0,8.46,integrado,m,branca,21,false,false,0.0,mãe,ensino médio completo,ensino superior completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
24665,mtc,técnico em eletrônica integrado tc: área: informação e controle industriais,2015,1,2400.0,7.28,integrado,m,branca,21,true,false,0.0,mãe,ensino superior completo,pós-graduação incompleta,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
30750,btc,buriticupu - licenciatura em matemática enem,2019,2,0.0,0.0,licenciatura,f,branca,22,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,empresa privada,0.0,0.0,0.0,0.0
9614,sjr,técnico em informática para internet integrado,2017,1,300.0,7.99,integrado,f,parda,18,false,false,0.0,mãe,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,rural,trabalho informal/bico,0.0,0.0,0.0,0.0
27645,mar,técnico em agropecuária - ead,2018,1,0.0,7.91,subsequente,f,parda,30,true,false,0.0,mãe,ensino fundamental incompleto,não sei informar,0.0,solteiro(a),0,rural,não está trabalhando,0.0,0.0,0.0,0.0
12839,mtc,técnico em eletrotécnica tc: t nárea: controle e processos industriais,2018,1,937.09,0.0,concomitante,m,parda,20,false,false,0.0,parentes,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
31204,bar,barreirinhas - técnico em meio ambiente,2014,1,974.0,9.31,integrado,f,parda,21,false,false,0.0,parentes,ensino fundamental completo,não estudou,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
28211,cch,curso técnico em eventos - integrado,2016,1,900.0,9.05,integrado,f,parda,20,false,false,0.0,pai,ensino superior completo,ensino superior incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
30172,mar,maracanã - curso técnico em meio ambiente subsequente,2018,1,11.16,8.3,subsequente,m,preta,23,false,false,0.0,parentes,ensino médio incompleto,ensino fundamental completo,0.0,solteiro(a),0,urbano,serviço público,0.0,0.0,0.0,0.0
27171,btc,buriticupu - licenciatura em matemática enem,2019,2,937.0,8.12,licenciatura,m,branca,20,false,false,0.0,pais,ensino fundamental completo,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,autônomo,0.0,0.0,0.0,0.0
25461,sin,bacharelado em engenharia da computação,2021,1,1045.0,0.0,bacharelado,m,preta,27,false,false,0.0,avó,não estudou,não estudou,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
6506,cnt,técnico em informática integrado ao ensino médio,2016,1,0.0,7.72,integrado,f,parda,19,false,false,0.0,parentes,ensino médio completo,alfabetizado,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
30873,bar,barreirinhas - técnico em agenciamento de viagem,2017,1,777.0,8.33,integrado,f,parda,18,false,false,0.0,tios,ensino médio completo,não sei informar,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
31033,pin,pinheiro - técnico em administração - subsequente,2018,1,900.0,8.6,subsequente,f,branca,20,false,false,0.0,mãe,ensino médio completo,não sei informar,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
31292,mtc,técnico em design de móveis integrado tc: t n áre: produção cultural e design,2017,1,1800.0,8.2,integrado,f,preta,19,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
14526,sjr,técnico em administração subsequente,2017,1,200.0,8.23,subsequente,f,parda,22,false,false,0.0,mãe,ensino médio completo,não sei informar,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
10436,bar,barreirinhas - técnico em agroindustria integrado,2014,1,880.0,8.19,integrado,f,parda,23,true,false,0.0,parentes,ensino fundamental incompleto,ensino fundamental incompleto,1.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
20829,mar,maracanã - curso técnico em agroindústria subsequente 2012,2018,1,0.0,8.01,subsequente,m,preta,20,false,false,0.0,avó,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
30468,cch,técnico em artes visuais-integrado,2014,1,880.0,7.74,integrado,f,preta,22,false,false,0.0,mãe,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
6706,mar,técnico em agropecuária - ead,2018,1,2000.0,7.56,subsequente,m,parda,23,false,false,1.0,mãe,ensino fundamental incompleto,não sei informar,0.0,solteiro(a),1,urbano,autônomo,0.0,0.0,0.0,0.0
13131,mtc,técnico em eletrotécnica tc: t nárea: controle e processos industriais,2019,2,1254.0,0.0,concomitante,f,parda,19,true,false,1.0,parentes,ensino superior completo,ensino médio incompleto,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
34477,mtc,engenharia civil,2011,1,944.0,8.39,bacharelado,m,branca,28,true,false,0.0,pais,pós-gradução completa,ensino superior completo,1.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
15058,cch,curso técnico em manutenção de máquinas industriais,2016,1,600.85,7.6,integrado,f,parda,19,false,false,0.0,parentes,ensino médio completo,não sei informar,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
15740,mtc,técnico em metalurgia tc: nárea: controle e processos industrais,2012,1,700.0,8.41,concomitante,m,branca,26,true,false,0.0,mãe,não estudou,alfabetizado,0.0,solteiro(a),0,urbano,estágio ou bolsa,0.0,0.0,0.0,0.0
28414,sin,santa inês - técnico em logística integrado ao ensino médio,2017,1,1500.0,7.86,integrado,f,parda,19,false,false,0.0,amigo(s),ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,serviço público,0.0,0.0,0.0,0.0
18774,itz,técnico em eletromecânica integrado - itz,2015,1,3110.0,8.9,integrado,m,branca,21,true,false,1.0,pais,ensino superior completo,ensino superior completo,2.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
24995,aca,licenciatura em química,2013,2,3150.0,8.65,licenciatura,m,parda,28,false,false,1.0,cônjuge,ensino fundamental incompleto,ensino fundamental incompleto,0.0,casado(a),0,urbano,serviço público,0.0,0.0,0.0,0.0
30131,sjr,técnico em programação de jogos digitais integrado,2017,1,1188.0,7.74,integrado,f,branca,18,false,false,0.0,mãe,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
23803,bar,barreirinhas - técnico em alimentos,2014,1,2680.0,8.05,integrado,f,branca,21,false,false,0.0,mãe,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
6160,pin,pinheiro - técnico em edificações,2016,1,313.0,0.0,integrado,f,parda,19,false,false,1.0,parentes,não sei informar,não sei informar,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
22390,mar,licenciatura em ciências agrárias,2019,1,4.0,0.0,licenciatura,f,parda,40,false,false,0.0,outro,ensino médio completo,ensino fundamental incompleto,0.0,casado(a),1,urbano,serviço público,0.0,0.0,0.0,0.0
12931,pin,pinheiro - técnico em meio ambiente - integrado,2017,1,1798.0,7.37,integrado,f,branca,18,false,false,0.0,pais,ensino médio completo,ensino médio incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
14178,sin,santa inês - técnico em eletroeletrônica integrado ao ensino médio,2015,1,3000.0,8.46,integrado,m,parda,21,true,false,1.0,pais,ensino superior completo,ensino médio incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
15274,cch,curso técnico em meio ambiente integrado,2015,1,1051.0,8.54,integrado,f,parda,21,false,false,0.0,parentes,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
13615,cnt,técnico em automação industrial,2013,1,0.0,8.04,subsequente,f,preta,29,false,false,0.0,pais,não estudou,alfabetizado,0.0,solteiro(a),0,urbano,trabalho informal/bico,0.0,0.0,0.0,0.0
14182,cch,curso técnico em mecânica,2017,1,5337.0,7.84,subsequente,m,preta,23,false,false,1.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
31973,pdu,técnico em administração,2020,1,48.0,0.0,subsequente,m,branca,17,false,false,0.0,pais,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,rural,não está trabalhando,0.0,0.0,0.0,0.0
20507,pin,pinheiro -técnico em marketing,2016,1,700.0,0.0,integrado,f,parda,19,false,false,0.0,parentes,ensino médio incompleto,não sei informar,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
33287,mar,maracanã - técnico em cozinha subsequente,2018,1,998.0,5.73,subsequente,f,parda,22,false,false,0.0,pais,ensino médio completo,ensino fundamental completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
31628,bac,bacharelado em administração,2020,1,1205.0,0.78,bacharelado,f,parda,20,false,false,0.0,avô,não sei informar,ensino médio completo,0.0,solteiro(a),0,rural,aposentado,0.0,0.0,0.0,0.0
29912,itz,técnico em segurança do trabalho conc. - itz,2017,1,1000.0,0.0,concomitante,f,parda,19,false,false,0.0,pais,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
33204,bdc,curso técnico em edificações integrado ao ensino médio - área: infraestrutura,2018,1,1549.0,8.47,integrado,f,parda,17,false,false,0.0,pais,ensino médio completo,alfabetizado,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
13366,ped,técnico em petróleo e gás,2018,1,15.0,0.86,subsequente,f,parda,23,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
13595,pin,pinheiro - técnico em meio ambiente - integrado,2017,1,800.0,8.21,integrado,f,parda,18,false,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
32206,ros,técnico em informática para internet integrado,2017,1,4.0,9.01,integrado,m,parda,18,false,false,0.0,parentes,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
24594,mtc,técnico em eletrotécnica tc: t nárea: controle e processos industriais,2017,1,349.16,8.44,concomitante,m,parda,19,false,false,0.0,parentes,ensino médio incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
3886,pfr,técnico em meio ambiente integrado ao ensino médio,2017,1,0.0,7.91,integrado,m,parda,18,false,false,2.0,pais,ensino superior completo,ensino superior completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
22498,bar,barreirinhas - técnico em agenciamento de viagem subsequente,2019,1,0.0,8.53,subsequente,m,parda,38,false,false,0.0,pais,não estudou,alfabetizado,0.0,solteiro(a),0,rural,não está trabalhando,0.0,0.0,0.0,0.0
9901,cax,caxias - técnico em administração,2016,1,900.0,7.77,integrado,m,preta,19,false,false,0.0,pais,ensino médio completo,ensino fundamental completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
31435,gra,técnico em informática integrado ao ensino médio,2017,1,4000.0,7.98,integrado,f,branca,18,false,false,0.0,mãe,pós-gradução completa,não sei informar,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
101,mar,técnico em agropecuária - ead,2018,1,0.0,0.0,subsequente,m,preta,31,false,false,0.0,outro,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),1,urbano,serviço público,0.0,0.0,0.0,0.0
20356,pin,pinheiro - técnico em informática,2016,1,1600.0,0.0,integrado,m,parda,19,false,false,0.0,pais,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
24242,mar,técnico em agropecuária - ead,2018,1,0.0,0.0,subsequente,f,branca,21,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
24156,gra,técnico em nível médio subsequente em informática,2016,1,0.0,8.36,subsequente,f,preta,22,false,false,0.0,pais,alfabetizado,alfabetizado,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
21504,mtc,sistemas de informação,2017,1,0.0,5.86,bacharelado,f,parda,22,false,false,0.0,parentes,ensino fundamental incompleto,ensino fundamental completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
11910,cod,licenciatura em matemática,2017,1,0.0,2.46,licenciatura,m,branca,25,false,false,0.0,pais,ensino fundamental incompleto,ensino médio completo,0.0,solteiro(a),0,rural,não está trabalhando,0.0,0.0,0.0,0.0
15100,mar,técnico em agropecuária - ead,2018,1,0.0,0.0,subsequente,m,parda,23,true,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,autônomo,0.0,0.0,0.0,0.0
23078,gra,técnico em administração integrado ao ensino médio na modalidade de educação de jovens e adultos,2016,1,0.0,7.11,integrado eja,f,parda,42,false,false,1.0,mãe,alfabetizado,alfabetizado,0.0,solteiro(a),3,urbano,não está trabalhando,0.0,0.0,0.0,0.0
23990,cod,licenciatura em química,2019,1,0.0,1.98,licenciatura,f,preta,30,true,true,0.0,cônjuge,alfabetizado,alfabetizado,0.0,casado(a),1,urbano,autônomo,0.0,0.0,0.0,0.0
21772,cax,caxias - técnico em agronegócio,2018,1,1996.0,7.68,subsequente,m,parda,43,false,false,1.0,cônjuge,não sei informar,não sei informar,1.0,casado(a),2,urbano,autônomo,0.0,0.0,0.0,0.0
4452,cod,bacharelado em agronomia,2017,1,954.0,4.13,bacharelado,f,preta,22,false,false,1.0,pais,ensino fundamental incompleto,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
24967,cax,caxias - licenciatura em química,2014,1,1875.81,8.74,licenciatura,m,preta,41,false,false,1.0,cônjuge,não sei informar,não sei informar,1.0,casado(a),0,urbano,trabalha com vínculo empregatício,0.0,0.0,0.0,0.0
24980,sin,santa inês - técnico em logística integrado ao ensino médio,2017,1,9.5,7.4,integrado,m,branca,19,false,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
28217,cch,licenciatura em artes visuais,2017,1,1215.0,0.0,licenciatura,f,preta,27,true,false,1.0,mãe,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,autônomo,0.0,0.0,0.0,0.0
30630,cax,caxias - licenciatura em ciências biológicas,2018,2,3000.0,1.45,licenciatura,m,preta,39,false,false,1.0,cônjuge,ensino médio completo,não sei informar,1.0,união estável,2,urbano,trabalha com vínculo empregatício,0.0,0.0,0.0,0.0
2692,mtc,engenharia civil,2016,1,200.0,5.87,bacharelado,m,parda,25,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
9700,sjr,técnico em eletroeletrônica integrado,2017,1,4000.0,7.78,integrado,m,branca,18,false,false,2.0,pais,ensino superior completo,ensino médio incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
2487,sin,santa inês - técnico em logística integrado ao ensino médio,2015,1,402.0,8.15,integrado,f,preta,21,false,false,0.0,mãe,ensino superior completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
7035,bac,técnico subsequente em informática,2018,1,200.0,8.48,subsequente,f,parda,21,true,false,0.0,amigo(s),ensino fundamental incompleto,ensino fundamental incompleto,1.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
15999,tmn,timon- técnico integrado em eletroeletrônica,2017,1,998.0,7.82,integrado,m,branca,18,false,false,0.0,avó,ensino médio incompleto,ensino médio completo,0.0,solteiro(a),0,urbano,aposentado,0.0,0.0,0.0,0.0
33618,srm,técnico em informática integrado srm,2017,1,1598.39,8.42,integrado,f,branca,18,false,false,0.0,outro,ensino superior completo,ensino médio completo,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
7921,mar,técnico em agropecuária - ead,2018,1,1200.0,7.76,subsequente,m,parda,33,false,false,0.0,cônjuge,alfabetizado,não estudou,0.0,casado(a),1,urbano,empresa privada,0.0,0.0,0.0,0.0
25571,cch,curso técnico em meio ambiente integrado,2015,1,600.0,7.93,integrado,f,preta,20,false,false,1.0,mãe,alfabetizado,alfabetizado,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
14888,srm,srm-técnico em administração,2018,1,900.0,8.26,subsequente,f,preta,23,false,false,0.0,parentes,não estudou,não estudou,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
13114,mar,técnico em agropecuária - ead,2018,1,1200.0,0.0,subsequente,m,preta,26,false,false,1.0,mãe,ensino superior completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,serviço público,0.0,0.0,0.0,0.0
10607,gra,técnico em administração integrado ao ensino médio na modalidade de educação de jovens e adultos,2016,1,0.0,8.1,integrado eja,m,parda,26,false,false,0.0,mãe,ensino fundamental completo,não estudou,0.0,solteiro(a),3,urbano,não está trabalhando,0.0,0.0,0.0,0.0
5549,cnt,técnico em administração integrado ao ensino médio,2016,1,937.0,6.8,integrado,m,parda,19,false,false,0.0,pais,não sei informar,ensino fundamental completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
